City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,piti village,13.4626,144.6933,81.48,86,75,10.36,GU,1715804879
365,scarborough,54.2797,-0.4044,56.91,87,85,3.2,GB,1715804812
366,nova sintra,14.8667,-24.7167,73.92,79,30,17.27,CV,1715804879
367,arvayheer,46.2639,102.775,54.43,36,3,5.77,MN,1715804879
368,smithers,54.7804,-127.1743,55.72,41,75,2.3,CA,1715804879
369,port alfred,-33.5906,26.891,58.17,96,38,5.1,ZA,1715804879
370,wuchuan,21.4571,110.7659,73.87,78,53,6.33,CN,1715804879
371,ar ruways,24.1103,52.7306,91.8,29,0,9.89,AE,1715804879
372,gao,16.6362,1.637,97.12,15,35,7.0,ML,1715804879
373,riviere-du-loup,47.8304,-69.5342,55.67,71,31,5.75,CA,1715804698
374,krylovskaya,46.3194,39.9711,49.93,93,98,6.62,RU,1715804880
375,ust-tsilma,65.441,52.1498,34.61,100,100,8.01,RU,1715804880
376,liwa,24.5361,56.5656,87.82,79,2,4.61,OM,1715804880
377,akrehamn,59.2667,5.1833,63.41,59,27,5.75,NO,1715804880
378,kourou,5.1552,-52.6478,87.85,73,74,6.6,GF,1715804880
379,belyy yar,53.6039,91.3903,42.69,81,40,13.42,RU,1715804880
380,kenora,49.8167,-94.4337,59.97,38,100,6.91,CA,1715804880
381,sarmiento,-45.5882,-69.07,52.43,40,5,2.93,AR,1715804724
382,tamiahua,21.2667,-97.45,91.08,58,10,13.82,MX,1715804880
383,holualoa,19.6228,-155.9522,77.56,77,20,10.36,US,1715804880
384,kokopo,-4.352,152.2633,77.38,88,97,3.24,PG,1715804880
385,campofelice di roccella,37.9902,13.8854,75.78,70,100,5.1,IT,1715804880
386,al kharijah,25.4514,30.5464,78.06,23,0,14.32,EG,1715804881
387,ilulissat,69.2167,-51.1,26.62,59,75,1.14,GL,1715804881
388,nadi,-17.8,177.4167,80.6,78,75,5.75,FJ,1715804881
389,grootfontein,-19.5667,18.1167,62.17,39,0,3.44,NA,1715804881
390,bannockburn,56.0898,-3.9109,61.2,94,93,5.97,GB,1715804881
391,libertad,8.9442,125.5019,75.02,94,49,5.01,PH,1715804881
392,brokopondo,4.75,-55.1667,86.77,63,97,4.32,SR,1715804881
393,baniyas,35.1819,35.9487,64.69,83,1,5.17,SY,1715804881
394,chirilagua,13.2203,-88.1386,93.67,45,99,7.02,SV,1715804881
395,richland center,43.3347,-90.3868,75.02,60,9,4.9,US,1715804881
396,dinguiraye,11.3,-10.7167,80.02,69,99,2.53,GN,1715804881
397,saipan,15.1355,145.701,83.1,78,40,12.66,MP,1715804881
398,bengkulu,-3.8004,102.2655,76.73,94,86,4.25,ID,1715804881
399,tyukhtet,56.5389,89.3011,33.53,80,0,4.27,RU,1715804882
400,neropolis,-16.4064,-49.2186,86.02,45,0,3.29,BR,1715804882
401,floro,61.5996,5.0328,68.23,45,35,6.91,NO,1715804882
402,wau,7.7029,27.9953,74.73,77,100,4.32,SS,1715804882
403,mocimboa,-11.3167,40.35,73.54,87,98,6.26,MZ,1715804882
404,verkhnevilyuysk,63.4453,120.3167,35.67,82,98,3.69,RU,1715804882
405,sao paulo de olivenca,-3.3783,-68.8725,79.9,94,76,3.44,BR,1715804882
406,pizarro,4.9533,-77.366,78.26,89,100,2.17,CO,1715804882
407,la passe,45.5549,-0.8967,55.98,80,38,9.37,FR,1715804882
408,fort bragg,35.139,-79.006,80.49,86,40,13.8,US,1715804882
409,itaueira,-7.6033,-43.0256,93.76,34,32,6.6,BR,1715804882
410,cabedelo,-6.9811,-34.8339,83.07,78,4,9.08,BR,1715804882
411,gornozavodsk,58.3758,58.3211,30.74,78,4,3.33,RU,1715804882
412,tara,56.8944,74.371,36.39,61,19,4.54,RU,1715804883
413,arkhara,49.4212,130.0842,45.77,69,0,5.99,RU,1715804883
414,balkanabat,39.5108,54.3671,71.82,44,41,4.07,TM,1715804883
415,burley,42.5357,-113.7928,68.29,42,0,4.61,US,1715804848
416,borborema,-21.6197,-49.0736,79.52,52,5,7.81,BR,1715804883
417,moyynkum,44.2914,72.9469,69.15,61,100,8.97,KZ,1715804883
418,karanja,20.4833,77.4833,90.79,37,5,5.68,IN,1715804883
419,nurota,40.5614,65.6886,66.51,75,100,6.2,UZ,1715804883
420,novobod,39.0108,70.1508,59.29,74,100,1.99,TJ,1715804883
421,mungyeong,36.5946,128.1995,47.57,91,100,16.49,KR,1715804883
422,kovur,14.4833,79.9833,84.24,76,100,8.14,IN,1715804883
423,caala,-12.8525,15.5606,65.73,54,21,3.38,AO,1715804883
424,aksu,41.1231,80.2644,76.12,19,10,4.83,CN,1715804883
425,nuuk,64.1835,-51.7216,36.21,60,40,9.22,GL,1715804700
426,kuraymah,18.55,31.85,82.49,12,65,13.76,SD,1715804884
427,nantucket,41.2835,-70.0995,62.15,88,100,11.5,US,1715804884
428,papao,-17.75,-149.55,85.68,78,27,22.79,PF,1715804884
429,fedorovka,53.6314,62.7078,45.68,61,100,5.64,KZ,1715804884
430,acapulco de juarez,16.8634,-99.8901,85.82,74,0,16.11,MX,1715804884
431,songjiang,31.036,121.2146,59.05,64,0,4.45,CN,1715804884
432,magadan,59.5667,150.8,34.54,90,99,7.85,RU,1715804884
433,lubang,13.8584,120.124,85.06,73,28,9.46,PH,1715804884
434,saint-pierre,-21.3393,55.4781,71.28,60,0,8.05,RE,1715804884
435,parun,35.4207,70.9221,40.57,70,99,8.79,AF,1715804884
436,pasni,25.2631,63.471,81.54,80,0,4.47,PK,1715804884
437,port colborne,42.9001,-79.2329,72.05,66,90,11.5,CA,1715804884
438,kayangel,8.0823,134.7173,83.62,76,10,9.98,PW,1715804885
439,alice springs,-23.7,133.8833,45.95,87,0,5.75,AU,1715804885
440,kingston,17.997,-76.7936,90.16,70,20,23.02,JM,1715804821
441,bela vista de goias,-16.9728,-48.9533,85.35,41,0,3.91,BR,1715804885
442,amurzet,47.6967,131.0981,44.55,67,0,2.33,RU,1715804885
443,huayin,34.5675,110.0921,63.1,58,45,10.18,CN,1715804885
444,vilhena,-12.7406,-60.1458,79.02,69,0,4.61,BR,1715804885
445,vokhtoga,58.8147,41.0461,50.99,62,100,7.36,RU,1715804885
446,tartouss,34.889,35.8866,67.01,78,0,2.15,SY,1715804885
447,hami,42.8,93.45,80.47,13,100,12.12,CN,1715804885
448,capri,40.5507,14.2426,71.15,73,0,0.0,IT,1715804886
449,askoy,60.4092,5.226,67.95,42,0,4.61,NO,1715804886
450,daru,-9.0763,143.2092,79.0,87,98,16.15,PG,1715804886
451,puerto baquerizo moreno,-0.9,-89.6,83.39,65,75,14.97,EC,1715804886
452,dunedin,-45.8742,170.5036,48.79,82,100,10.0,NZ,1715804887
453,powell river,49.8496,-124.5361,68.32,63,75,6.91,CA,1715804887
454,san andres,12.5847,-81.7006,91.42,66,40,10.36,CO,1715804887
455,villa regina,-39.1,-67.0667,56.64,40,100,5.59,AR,1715804655
456,kristiansund,63.1115,7.732,65.05,34,0,6.91,NO,1715804887
457,klyuchi,52.2667,79.1667,45.37,69,100,9.48,RU,1715804887
458,kone,-21.0595,164.8658,68.77,92,0,3.56,NC,1715804887
459,quivican,22.8231,-82.355,93.34,46,20,12.66,CU,1715804887
460,boda,4.3189,17.4695,76.59,70,91,3.22,CF,1715804887
461,la'ie,21.6477,-157.9253,79.45,83,20,1.99,US,1715804887
462,neiva,2.9273,-75.2819,89.49,48,75,6.91,CO,1715804873
463,palmer,42.1584,-72.3287,65.14,72,100,4.61,US,1715804804
464,turinsk,58.0458,63.696,35.98,62,5,5.53,RU,1715804888
465,vila franca do campo,37.7167,-25.4333,64.89,99,89,4.65,PT,1715804888
466,digapahandi,19.3667,84.5833,83.95,77,100,3.0,IN,1715804888
467,evanston,42.0411,-87.6901,72.57,54,0,14.97,US,1715804839
468,san juan de las huertas,19.2464,-99.7606,79.05,22,40,5.68,MX,1715804888
469,zaragoza,41.6561,-0.8773,63.05,43,20,6.91,ES,1715804688
470,pali,25.7667,73.3333,89.71,31,77,6.78,IN,1715804888
471,murun-kuren,49.6342,100.1625,57.9,40,44,3.56,MN,1715804888
472,tacuarembo,-31.7333,-55.9833,54.1,69,6,3.36,UY,1715804726
473,souillac,-20.5167,57.5167,73.78,83,75,12.66,MU,1715804888
474,reggane,26.7158,0.1714,97.39,17,100,7.38,DZ,1715804888
475,faya-largeau,17.9257,19.1043,91.74,11,79,11.99,TD,1715804888
476,machico,32.7,-16.7667,66.0,78,75,10.36,PT,1715804888
477,huancavelica,-12.7667,-74.9833,46.45,61,100,4.21,PE,1715804888
478,oxapampa,-10.5775,-75.4017,63.25,95,97,2.68,PE,1715804889
479,yaren,-0.5472,166.916,84.16,77,96,13.0,NR,1715804889
480,rantepao,-2.9701,119.8978,67.42,96,100,1.99,ID,1715804889
481,mossel bay,-34.1831,22.146,58.93,86,68,5.68,ZA,1715804889
482,miles city,46.4083,-105.8406,70.77,40,75,9.22,US,1715804609
483,lae,-6.7221,146.9847,75.87,94,100,4.79,PG,1715804889
484,mugia,43.1041,-9.2179,53.91,78,100,15.84,ES,1715804889
485,tolanaro,-25.0319,46.9987,71.67,94,75,13.8,MG,1715804889
486,hwange,-18.3693,26.5019,66.27,40,19,3.47,ZW,1715804889
487,sungailiat,-1.85,106.1333,80.96,84,85,8.39,ID,1715804889
488,fada,9.5667,8.3,78.22,70,65,3.15,NG,1715804889
489,amga,60.8953,131.9608,39.51,94,100,2.53,RU,1715804890
490,celestun,20.8667,-90.4,87.28,68,4,12.26,MX,1715804890
491,volodarskiy,46.4013,48.5409,55.35,46,74,4.94,RU,1715804890
492,menomonie,44.8755,-91.9193,73.44,33,40,0.0,US,1715804692
493,sitka,57.0531,-135.33,46.29,71,75,3.44,US,1715804890
494,kuta,-8.7233,115.1723,78.75,94,20,8.05,ID,1715804890
495,sudislavl',57.8817,41.7083,50.09,63,100,5.03,RU,1715804890
496,atherton,53.5237,-2.4935,60.35,86,25,1.99,GB,1715804890
497,peshawar,34.008,71.5785,88.74,29,100,3.58,PK,1715804890
498,vallegrande,-18.4897,-64.1069,55.29,88,99,7.25,BO,1715804890
499,san luis de la loma,17.2706,-100.8939,86.99,60,4,9.86,MX,1715804890
500,kenai,60.5544,-151.2583,50.09,70,0,10.36,US,1715804890
501,tuy hoa,13.0833,109.3,77.9,93,100,2.59,VN,1715804891
502,bni bouayach,35.1022,-3.841,64.96,45,0,8.05,MA,1715804891
503,kerch,45.3583,36.4758,57.56,62,14,4.0,UA,1715804891
504,milazzo,38.2212,15.2383,68.77,75,100,13.02,IT,1715804891
505,metlili chaamba,32.2667,3.6333,94.14,7,27,5.75,DZ,1715804891
506,udachny,66.4167,112.4,25.45,98,100,3.38,RU,1715804891
507,cill airne,52.05,-9.5167,53.6,92,25,4.25,IE,1715804891
508,cabo san lucas,22.8909,-109.9124,90.61,37,20,6.91,MX,1715804879
509,krasnoslobodsk,48.7072,44.5714,51.62,43,0,4.47,RU,1715804891
510,bodo,67.28,14.405,46.44,91,75,2.3,NO,1715804891
511,kamina,-8.7386,24.9906,72.46,55,100,3.42,CD,1715804891
512,salinopolis,-0.6136,-47.3561,83.82,76,83,9.78,BR,1715804891
513,san julian,21.0167,-102.1667,89.11,9,0,15.88,MX,1715804891
514,tanumah,27.1,44.1333,85.14,31,0,19.62,SA,1715804891
515,porto seguro,-16.4497,-39.0647,81.12,83,20,6.91,BR,1715804653
516,vanimo,-2.6741,141.3028,78.4,90,71,4.29,PG,1715804892
517,kemise,10.7167,39.8667,73.02,69,92,5.88,ET,1715804892
518,zelenogorskiy,55.0333,87.0,35.51,77,12,3.71,RU,1715804892
519,bayanhongor,46.7167,100.1167,47.5,34,1,2.71,MN,1715804892
520,labytnangi,66.6572,66.4183,16.38,94,99,2.82,RU,1715804892
521,humaita,-7.5061,-63.0208,90.77,46,98,3.83,BR,1715804892
522,san rafael,-34.6177,-68.3301,50.22,50,100,7.43,AR,1715804594
523,tabou,4.423,-7.3528,79.88,86,81,7.18,CI,1715804892
524,minot,48.2325,-101.2963,58.01,67,100,10.36,US,1715804671
525,lethem,3.3803,-59.7968,91.83,48,100,7.31,GY,1715804892
526,helena valley west central,46.6629,-112.0604,69.73,35,75,18.41,US,1715804892
527,carutapera,-1.195,-46.02,82.54,80,70,6.51,BR,1715804892
528,novodvinsk,64.4165,40.8122,49.78,99,85,3.98,RU,1715804893
529,bijelo polje,43.0337,19.747,50.29,93,82,4.41,ME,1715804893
530,prince rupert,54.3161,-130.3201,48.29,79,100,4.61,CA,1715804893
531,lospalos,-8.5186,127.0025,70.83,95,73,6.08,TL,1715804893
532,ayorou,14.7308,0.9174,93.88,30,89,9.64,NE,1715804893
533,dzhetygara,52.1908,61.2006,47.68,55,96,10.4,KZ,1715804893
534,armacao de buzios,-22.7469,-41.8817,73.56,88,100,8.52,BR,1715804671
535,nueva gerona,21.8833,-82.8,93.22,45,82,13.58,CU,1715804893
536,pandan,14.0453,124.1694,80.47,85,28,7.11,PH,1715804893
537,morehead city,34.7229,-76.726,81.0,81,0,8.05,US,1715804893
538,thames,-37.1333,175.5333,58.08,92,99,15.57,NZ,1715804893
539,acarau,-2.8856,-40.12,82.53,81,25,11.81,BR,1715804727
540,port-vila,-17.7338,168.3219,67.6,100,20,1.14,VU,1715804840
541,pimenta bueno,-11.6725,-61.1936,84.83,55,50,2.35,BR,1715804893
542,sao gabriel da cachoeira,-0.1303,-67.0892,82.53,85,100,1.3,BR,1715804894
543,bhimunipatnam,17.8833,83.4333,83.59,77,99,6.6,IN,1715804894
544,alo,7.4178,6.7371,86.41,60,20,2.89,NG,1715804894
545,antsiranana,-12.2787,49.2917,77.74,72,100,19.08,MG,1715804894
546,meadow lakes,61.6247,-149.6011,55.54,51,20,3.44,US,1715804894
547,natal,-5.795,-35.2094,84.42,79,20,9.22,BR,1715804606
548,ilhabela,-23.7781,-45.3581,68.86,91,100,3.94,BR,1715804797
549,lindley,-27.8791,27.9135,60.13,37,70,4.52,ZA,1715804894
550,yanykurgan,43.915,67.2481,67.71,56,97,3.76,KZ,1715804894
551,orito,0.6766,-76.8771,73.02,97,100,0.74,CO,1715804894
552,grand forks,47.9417,-97.4337,62.53,73,75,9.22,US,1715804894
553,christchurch,-43.5333,172.6333,41.95,94,48,1.14,NZ,1715804894
554,buston,40.2342,69.6948,73.58,56,20,20.13,TJ,1715804894
555,shuangcheng,45.35,126.2833,35.28,47,0,4.23,CN,1715804895
556,bankim,6.083,11.4905,69.13,96,100,6.35,CM,1715804895
557,sirte,31.2089,16.5887,88.11,23,2,16.46,LY,1715804895
558,majuro,7.0897,171.3803,82.36,83,100,9.22,MH,1715804895
559,tofol,5.3248,163.0078,83.37,79,72,9.93,FM,1715804895
560,sassandra,4.95,-6.0833,80.31,86,73,8.77,CI,1715804895
561,eaglehawk,-36.7333,144.25,46.81,86,91,3.02,AU,1715804895
562,mabaruma,8.2,-59.7833,86.2,60,88,7.52,GY,1715804895
563,yuzhno-kurilsk,44.0306,145.8556,43.38,98,100,5.95,RU,1715804895
564,saint-joseph,-21.3667,55.6167,70.18,72,15,11.9,RE,1715804895
565,san sebastian de la gomera,28.0916,-17.1133,70.38,59,20,9.22,ES,1715804895
566,ciudad lazaro cardenas,17.9583,-102.2,84.04,61,7,10.09,MX,1715804866
567,san clemente del tuyu,-36.3569,-56.7235,53.98,53,100,15.86,AR,1715804895
568,goure,13.9835,10.2704,95.25,13,95,8.84,NE,1715804896
569,remire-montjoly,4.9167,-52.2667,87.84,66,75,10.36,GF,1715804896
570,ceres,37.5949,-120.9577,86.32,44,0,9.22,US,1715804768
571,san jose de jachal,-30.2406,-68.7469,52.56,49,31,8.97,AR,1715804896
572,farafangana,-22.8167,47.8333,71.26,88,43,6.58,MG,1715804896
573,alderetes,-26.8167,-65.1333,62.4,49,56,2.62,AR,1715804896
574,valparaiso,-33.0393,-71.6273,61.14,66,75,8.05,CL,1715804896
